0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.880084173638190805e+03,9.940908066067716220e+01,2.312270039016199163e+01
9.296984427338314561e+01,1.000000000000000000e+00,4.553320160445261536e+03,9.394448324472196532e+01
1.783750257003375594e+01,8.841591326333418976e+01,2.000000000000000000e+00,3.276263961658049084e+03
9.078777050444058716e+01,1.274190476273555817e+01,8.506305156531821865e+01,3.000000000000000000e+00
1.998593608815900325e+03,8.804810056387748318e+01,7.642182051260028253e+00,8.050782659108477901e+01
4.000000000000000000e+00,1.169032016044526245e+03,8.471623955345026502e+01,4.337263130792305965e+00
7.499884372584385517e+01,5.000000000000000000e+00,7.343459021180835862e+02,8.202681263205812456e+01
2.609276400956938247e+00,7.160606077686163928e+01,6.000000000000000000e+00,5.072680114407434644e+02
8.003119792829780010e+01,1.708947254620155620e+00,6.909717534140685302e+01,7.000000000000000000e+00
3.787756053201175064e+02,7.835411253714805468e+01,1.201685965629455621e+00,6.697709111698016216e+01
8.000000000000000000e+00,2.996509886107913871e+02,7.684058141008021892e+01,8.912416487323493453e-01
6.505541983380571480e+01,9.000000000000000000e+00,2.474117384647759081e+02,7.543155255269441284e+01
6.879207381794552045e-01,6.335727583097139615e+01,1.000000000000000000e+01,2.109885410045866081e+02
7.409912787951144253e+01,5.475576463436270247e-01,6.169882601133728173e+01,1.100000000000000000e+01
1.844696588390909255e+02,7.283303020802912897e+01,4.465465083340222630e-01,6.022793738727132506e+01
1.200000000000000000e+01,1.644713766684417635e+02,7.163219985226668030e+01,3.713567066440002784e-01
5.878811557910332652e+01,1.300000000000000000e+01,1.489350392094549420e+02,7.047441883685775110e+01
3.138424788146682021e-01,5.744659076269002895e+01,1.400000000000000000e+01,1.365843223377939637e+02
6.937253894104409824e+01,2.688471294937342382e-01,5.615449062741561193e+01,1.500000000000000000e+01
1.265645106655729819e+02,6.832474517075223730e+01,2.329590568249561289e-01,5.497082098685906004e+01
1.600000000000000000e+01,1.182713872438286984e+02,6.730932416298765020e+01,2.038482539673805716e-01
5.373697339603194933e+01,1.700000000000000000e+01,1.113238408946455280e+02,6.634388071607716597e+01
1.799198447026907066e-01,5.255608694601906450e+01,1.800000000000000000e+01,1.054173756291550035e+02
6.542091033145517542e+01,1.599858589218889626e-01,5.153980691187837948e+01,1.900000000000000000e+01
1.003277478827753271e+02,6.452700347216257626e+01,1.432029822809257613e-01,5.053628011466116732e+01
2.000000000000000000e+01,9.591031025071718830e+01,6.367454380894302091e+01,1.289430668449339512e-01
4.952870434488534102e+01,2.100000000000000000e+01,9.202581360692629175e+01,6.284894536014292044e+01
1.167074747422886943e-01,4.849739999355836062e+01,2.200000000000000000e+01,8.859356023353889498e+01
6.205884303656399936e+01,1.061388654369580797e-01,4.766731109894357132e+01,2.300000000000000000e+01
8.554974914323261714e+01,6.131392472471784316e+01,9.694329551209365792e-02,4.683139171605256479e+01
2.400000000000000000e+01,8.280308871085496492e+01,6.058079246688883757e+01,8.888918146136011444e-02
4.586968121940221721e+01,2.500000000000000000e+01,8.031648590091560891e+01,5.986790482795939283e+01
8.179432737225858507e-02,4.496991754702396094e+01,2.600000000000000000e+01,7.807305901388005509e+01
5.919355508005084943e+01,7.551801545642121416e-02,4.409084763913939753e+01,2.700000000000000000e+01
7.602292121175682382e+01,5.854171211756823823e+01,6.992483637885128778e-02,4.340026008116464595e+01
2.800000000000000000e+01,7.414448421100098585e+01,5.791443693311631336e+01,6.492019183339228783e-02
4.263753301339860968e+01,2.900000000000000000e+01,7.242617735729132278e+01,5.731706446047274994e+01
6.043644910447408536e-02,4.194002029116207098e+01,3.000000000000000000e+01,7.082585290227268615e+01
5.672695129309604312e+01,5.639560535572387540e-02,4.123227663617624472e+01,3.100000000000000000e+01
6.935714719006064399e+01,5.617298393936921030e+01,5.273665452620689836e-02,4.070344466632311509e+01
3.200000000000000000e+01,6.797541410423788477e+01,5.562006338790304483e+01,4.942140495181421289e-02
4.005028866593661263e+01,3.300000000000000000e+01,6.670039687226220337e+01,5.510063648261557034e+01
4.639903996070331160e-02,3.937260652860087617e+01,3.400000000000000000e+01,6.550319301530585392e+01
5.459137496671705492e+01,4.364727175504216211e-02,3.875020653504251555e+01,3.500000000000000000e+01
6.439077477324651966e+01,5.410927018556851209e+01,4.112602035855091043e-02,3.800020532723524980e+01
3.600000000000000000e+01,6.334203123121124435e+01,5.363922899524160925e+01,3.881121070847006610e-02
3.762547788907497903e+01,3.700000000000000000e+01,6.235536158697370013e+01,5.318499975306202998e+01
3.668144857390135544e-02,3.716498969337799707e+01,3.800000000000000000e+01,6.143968258271348049e+01
