0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.059859076145795370e+03,9.618948554786177851e+01,2.785467791411042882e+01
8.563661197564276506e+01,1.000000000000000000e+00,5.822936620353662875e+03,9.457308606437206322e+01
2.291345421891916345e+01,8.419266322733423635e+01,2.000000000000000000e+00,5.413314011187297183e+03
9.312211013623240774e+01,2.128076718129736733e+01,8.279828526725304982e+01,3.000000000000000000e+00
5.053504195236377200e+03,9.171783088235294201e+01,1.984714541371571528e+01,8.127339732746955292e+01
4.000000000000000000e+00,4.656766871165644261e+03,9.038893901118728991e+01,1.826551151998376099e+01
7.989004566982409017e+01,5.000000000000000000e+00,4.194787847347527531e+03,8.925666007871707563e+01
1.642212433885555711e+01,7.874756216170500522e+01,6.000000000000000000e+00,3.678087130097437694e+03
8.831093172027246396e+01,1.435910460390540422e+01,7.774044105209742384e+01,7.000000000000000000e+00
3.139741992962829499e+03,8.739694111444424607e+01,1.220937996915599122e+01,7.670302139715832368e+01
8.000000000000000000e+00,2.620759270119090615e+03,8.649927753405809483e+01,1.013704007113294026e+01
7.548770086265223256e+01,9.000000000000000000e+00,2.154824003067484682e+03,8.549770220588234793e+01
8.277305247851632686e+00,7.397309497631934505e+01,1.000000000000000000e+01,1.760239072085889575e+03
8.436740177282570130e+01,6.703486717551763618e+00,7.226300109945873373e+01,1.100000000000000000e+01
1.440235113677372738e+03,8.330998793305666084e+01,5.427700454342971881e+00,7.068449340324762886e+01
1.200000000000000000e+01,1.187533764886322615e+03,8.236359631563514938e+01,4.420680596397397188e+00
6.942596414073071287e+01,1.300000000000000000e+01,9.903324612053410192e+02,8.157266879623782074e+01
3.635039082764288665e+00,6.847132315629228572e+01,1.400000000000000000e+01,8.368867286178275435e+02
8.089398217588416173e+01,3.023970979424170036e+00,6.766930395805141529e+01,1.500000000000000000e+01
7.165780009473114660e+02,8.023728178004330402e+01,2.545362865567766697e+00,6.681305818673884289e+01
1.600000000000000000e+01,6.213843377841934625e+02,7.956096837220317752e+01,2.167293398529129611e+00
6.603310639377536972e+01,1.700000000000000000e+01,5.453757217610971111e+02,7.896582348430169418e+01
1.865639561653481326e+00,6.528466466508795918e+01,1.800000000000000000e+01,4.838105715445687451e+02
7.838569179109526885e+01,1.621699542097561730e+00,6.452859649864682012e+01,1.900000000000000000e+01
4.333456812748105449e+02,7.780302547591122675e+01,1.422170627336560633e+00,6.392723274695534741e+01
2.000000000000000000e+01,3.914995319830385938e+02,7.723007544658968015e+01,1.257077842445332161e+00
6.330788650202976697e+01,2.100000000000000000e+01,3.565257860429447874e+02,7.670280077138217223e+01
1.119291935359386203e+00,6.273751268606224585e+01,2.200000000000000000e+01,3.268792516239624888e+02
7.615222815544929347e+01,1.002908090614145431e+00,6.217449255751014903e+01,2.300000000000000000e+01
3.015469398457235570e+02,7.559567704574160985e+01,9.038050474994925310e-01,6.167976150202976982e+01
2.400000000000000000e+01,2.798415959942258837e+02,7.510122135510646046e+01,8.189614886886502632e-01
6.112922445872801092e+01,2.500000000000000000e+01,2.608997908020569980e+02,7.454522143404908263e+01
7.454182994103267790e-01,6.068602630243572094e+01,2.600000000000000000e+01,2.444491581333453496e+02
7.407862121075423545e+01,6.814821505537965729e-01,6.024772919485791789e+01,2.700000000000000000e+01
2.298950725708228049e+02,7.354763200333815121e+01,6.253897571598137084e-01,5.983375761163734552e+01
2.800000000000000000e+01,2.171058620534103341e+02,7.306383779547094548e+01,5.761680864590851270e-01
5.935919528078484575e+01,2.900000000000000000e+01,2.057211746661855045e+02,7.259948179808733926e+01
5.324867713842870165e-01,5.895999027401894210e+01,3.000000000000000000e+01,1.955270759089678734e+02
7.211967983128833737e+01,4.936295739583098641e-01,5.851789791948579023e+01,3.100000000000000000e+01
1.863392432222121897e+02,7.164066799553410192e+01,4.587942981754387084e-01,5.813940079499323588e+01
3.200000000000000000e+01,1.780958433891194375e+02,7.117461191244136387e+01,4.276849284838012411e-01
5.769041356562922829e+01,3.300000000000000000e+01,1.706158793080115572e+02,7.071124692687658353e+01
3.996185280707974519e-01,5.733882780784844613e+01,3.400000000000000000e+01,1.638399156441717821e+02
7.026693601136773282e+01,3.742919200510378408e-01,5.690779347090663265e+01,3.500000000000000000e+01
1.576109665396066362e+02,6.980181032343919867e+01,3.512366221554225065e-01,5.651284463802435454e+01
3.600000000000000000e+01,1.519842678635871493e+02,6.940625140968964502e+01,3.303120618948907072e-01
5.615124323410013574e+01,3.700000000000000000e+01,1.467418928748646749e+02,6.893769947108444285e+01
3.112167776900049976e-01,5.578603053112313859e+01,3.800000000000000000e+01,1.419326323416636626e+02
6.851218042335798941e+01,2.936818024089128953e-01,5.539785182679296582e+01,3.900000000000000000e+01
1.374838900667629105e+02,6.807660112549621090e+01,2.776291625932509888e-01,5.500856732070365496e+01
4.000000000000000000e+01,1.333454937860880420e+02,6.763524280494407037e+01,2.628409951140157075e-01
5.476233296684709018e+01,4.100000000000000000e+01,1.295090657140923724e+02,6.719821293643991567e+01
2.492434124101675363e-01,5.435961814952638349e+01,4.200000000000000000e+01,1.259786812635330193e+02
6.681963443928184176e+01,2.366361944996377142e-01,5.412410986129905410e+01,4.300000000000000000e+01
1.226000780968062003e+02,6.635665288929989458e+01,2.249736985502927833e-01,5.373016111299052966e+01
4.400000000000000000e+01,1.195538691751623901e+02,6.600392739534464681e+01,2.141997696302807008e-01
5.338158406630581965e+01,4.500000000000000000e+01,1.165944668271833251e+02,6.555483692710213006e+01
2.041585131355762028e-01,5.312939889208389843e+01,4.600000000000000000e+01,1.138582373804583199e+02
6.515508841573439724e+01,1.948125984469977756e-01,5.282471244925574894e+01,4.700000000000000000e+01
1.112568172591122391e+02,6.473965569740165904e+01,1.860686418856149493e-01,5.246686929127199051e+01
4.800000000000000000e+01,1.088539829371165695e+02,6.436379296734031641e+01,1.779607664760120278e-01
5.222675596244925345e+01,4.900000000000000000e+01,1.065333997767051670e+02,6.395721732903284362e+01
1.703047351431046519e-01,5.178001522327469530e+01,5.000000000000000000e+01,1.043295657028148753e+02
6.354055183710754307e+01,1.631560599231754449e-01,5.154747758795669910e+01,5.100000000000000000e+01
1.022870966877932091e+02,6.317573050117286471e+01,1.564454636561745937e-01,5.123645762855209540e+01
5.200000000000000000e+01,1.003557133311530123e+02,6.282648482610068896e+01,1.501169139321037183e-01
5.092324403755074513e+01,5.300000000000000000e+01,9.843904642953806672e+01,6.238697813289426364e+01
1.442082700037603527e-01,5.073572712280108021e+01,5.400000000000000000e+01,9.669379144487550093e+01
6.204784768585348331e+01,1.385837790338797781e-01,5.038833516576454485e+01,5.500000000000000000e+01
9.500831857858173635e+01,6.166324206062792967e+01,1.333803089462605174e-01,5.005132780784844471e+01
5.600000000000000000e+01,9.336105957912306508e+01,6.126445072852760632e+01,1.283864352041441947e-01
4.977710694350473375e+01,5.700000000000000000e+01,9.182104130954529353e+01,6.089411327702092791e+01
1.237077124494802421e-01,4.951408575778078358e+01,5.800000000000000000e+01,9.033736833498737440e+01
6.053215854497474169e+01,1.192208437745814614e-01,4.913764800405954247e+01,5.900000000000000000e+01
8.894455972573078384e+01,6.018795251037531813e+01,1.150264320111971661e-01,4.885410288396482059e+01
6.000000000000000000e+01,8.761443931004150443e+01,5.986032019690544814e+01,1.110164803402039213e-01
4.872371870771312530e+01,6.100000000000000000e+01,8.631211233534824601e+01,5.949760211791772235e+01
1.072580433201592021e-01,4.839164094215155387e+01,6.200000000000000000e+01,8.504775041726813356e+01
5.913497320179989458e+01,1.036511135204567086e-01,4.809985833897158614e+01,6.300000000000000000e+01
8.384351105760555356e+01,5.878877915238181373e+01,1.002189274171507716e-01,4.782552647158322401e+01
6.400000000000000000e+01,8.267585948777517046e+01,5.843180379657614765e+01,9.697622204893807663e-02
4.760633668809201424e+01,6.500000000000000000e+01,8.156878228189282254e+01,5.810540637123330754e+01
9.385350343338723367e-02,4.727514483254397959e+01,6.600000000000000000e+01,8.052378992241068545e+01
5.779832909486647452e+01,9.090184597537130651e-02,4.709440861806495349e+01,6.700000000000000000e+01
7.949838590535907201e+01,5.747877218851497361e+01,8.807845169006810193e-02,4.682445027063599241e+01
6.800000000000000000e+01,7.849787418801876981e+01,5.715334392480151848e+01,8.537811752864489512e-02
4.648430839817320503e+01,6.900000000000000000e+01,7.754013033990436554e+01,5.684022612831559229e+01
8.279962240251467764e-02,4.637559518775372425e+01,7.000000000000000000e+01,7.655625014096897019e+01
5.646780374582731810e+01,8.035378196273026963e-02,4.603350177604871618e+01,7.100000000000000000e+01
7.569108484076146226e+01,5.619132202104384533e+01,7.799905304098249392e-02,4.574294443504736307e+01
7.200000000000000000e+01,7.478021317326776796e+01,5.584990505740255884e+01,7.572123549209093529e-02
4.559602186231393972e+01,7.300000000000000000e+01,7.393268661471491043e+01,5.553742902212648858e+01
7.358103269964552662e-02,4.530113223105548315e+01,7.400000000000000000e+01,7.307765557334897721e+01
5.519733751917178211e+01,7.152127169908835402e-02,4.496269663396481775e+01,7.500000000000000000e+01
7.235635121571634443e+01,5.497654523130187698e+01,6.951922675153057729e-02,4.485489893437077313e+01
7.600000000000000000e+01,7.158409503563694898e+01,5.467999128811801057e+01,6.761641624558062391e-02
4.467956169654939202e+01,7.700000000000000000e+01,7.079582689575063625e+01,5.434582682526615116e+01
6.579999947797431081e-02,4.450641703315290698e+01,7.800000000000000000e+01,7.005724890608084365e+01
5.404447253642638316e+01,6.405110119998949636e-02,4.411936738836265448e+01,7.900000000000000000e+01
6.931636254962107557e+01,5.373142769137946573e+01,6.233974072701747859e-02,4.381067003552097106e+01
8.000000000000000000e+01,6.860861517728257297e+01,5.342383799282750090e+01,6.073911041182673137e-02
4.356479406292287138e+01,8.100000000000000000e+01,6.797441836205341303e+01,5.317888256721400353e+01
5.918214124103437362e-02,4.344207861129905268e+01,8.200000000000000000e+01,6.727366305034283300e+01
5.285695244834897011e+01,5.766684670863019002e-02,4.308749365696887423e+01,8.300000000000000000e+01
6.667619499391014415e+01,5.261903947976813356e+01,5.622862220799953320e-02,4.309064825778078500e+01
8.400000000000000000e+01,6.600842007623602115e+01,5.230301772261818627e+01,5.482161255874000438e-02
4.255268733085250688e+01,8.500000000000000000e+01,6.538689214182605269e+01,5.201754464487098772e+01
5.347738744377100728e-02,4.249115675744248932e+01,8.600000000000000000e+01,6.481660854046373288e+01
5.176724050433056590e+01,5.219746978220118905e-02,4.233620602165088087e+01,8.700000000000000000e+01
6.425469567619992972e+01,5.152003697615933220e+01,5.093863586018292783e-02,4.215962660690122021e+01
8.800000000000000000e+01,6.369784712197762389e+01,5.126599187172951844e+01,4.972741854229544706e-02
4.174966910520974039e+01,8.900000000000000000e+01,6.313351663997654128e+01,5.099517639446499118e+01
4.855336045065927753e-02,4.164917963464140627e+01,9.000000000000000000e+01,6.260337958994947627e+01
5.074748229429808788e+01,4.742359091167801244e-02,4.145268838802435596e+01,9.100000000000000000e+01
6.206327814868278381e+01,5.047604443905629523e+01,4.634893383630472180e-02,4.118975811907984053e+01
9.200000000000000000e+01,6.152262904298989810e+01,5.020073134698665029e+01,4.528759481759761507e-02
4.109375000000000000e+01,9.300000000000000000e+01,6.103858884428004217e+01,4.997023827984030930e+01
4.427340812779471252e-02,4.084993234100135595e+01,9.400000000000000000e+01,6.054428680981595079e+01
4.972335193183868540e+01,4.328373854274742555e-02,4.058104702300406075e+01,9.500000000000000000e+01
6.004571905449296310e+01,4.946024111331649209e+01,4.234191064411274574e-02,4.053137897496617370e+01
9.600000000000000000e+01,5.959859757025893146e+01,4.924579771517502991e+01,4.141119988289003462e-02
4.027203780446549075e+01,9.700000000000000000e+01,5.908428287678184887e+01,4.895646314507398245e+01
4.051127721152551764e-02,3.996746870771312388e+01,9.800000000000000000e+01,5.866771888251082601e+01
